"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"113095987-113120987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113100987-113120987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113115987-113175987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113120987-113095987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113120987-113100987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113145987-113170987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113170987-113145987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"113175987-113115987",4.5,2.16992500144231,0.949741087175842,2.28475426697061,0.0223272406451723,0.0446792618016046
"112770987-112795987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112775987-112815987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112795987-112770987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112810987-112840987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112815987-112775987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112815987-112830987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112830987-112815987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112840987-112810987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112875987-112915987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112880987-112925987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112890987-112915987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112915987-112875987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112915987-112890987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112925987-112880987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112975987-113040987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112980987-113030987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113030987-112980987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113040987-112975987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113065987-113085987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113080987-113105987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113085987-113065987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113085987-113110987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113105987-113080987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113110987-113085987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113115987-113130987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113130987-113115987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113135987-113175987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"113175987-113135987",4.5,2.16992500144231,0.958467370459464,2.26395291933841,0.0235770106209559,0.045758181000628
"112755987-112785987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112770987-112810987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112785987-112755987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112810987-112770987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112835987-112855987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112855987-112835987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112865987-112880987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112880987-112865987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112915987-112945987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112930987-112950987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112945987-112915987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112950987-112930987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113080987-113115987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113115987-113080987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113120987-113195987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113135987-113170987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113165987-113185987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113170987-113135987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113175987-113195987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113185987-113165987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113195987-113120987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"113195987-113175987",4.5,2.16992500144231,0.977747689362258,2.21930977188773,0.0264656572640721,0.0501762145605909
"112905987-112915987",11,3.4594316186373,1.56843827521609,2.20565365771929,0.0274082590118583,0.0518542402921097
"112915987-112905987",11,3.4594316186373,1.56843827521609,2.20565365771929,0.0274082590118583,0.0518542402921097
"112745987-112780987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112780987-112745987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112835987-112890987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112860987-112875987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112875987-112860987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112890987-112835987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112990987-113015987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"113015987-112990987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"113150987-113190987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"113190987-113150987",4.5,2.16992500144231,1.01367908468223,2.14064296504898,0.0323028411896882,0.0604797743146498
"112735987-112780987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112735987-112940987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112740987-112790987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112740987-112875987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112745987-112880987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112750987-112805987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112750987-112810987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112750987-112855987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112755987-112870987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112755987-112885987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112760987-112795987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112765987-112795987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112780987-112735987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112785987-112845987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112790987-112740987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112795987-112760987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112795987-112765987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112800987-112845987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112805987-112750987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112810987-112750987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112810987-112845987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112820987-112835987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112820987-112845987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112830987-112875987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112835987-112820987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112845987-112785987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112845987-112800987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112845987-112810987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112845987-112820987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112845987-112880987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112850987-112870987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112855987-112750987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112860987-112880987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112870987-112755987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112870987-112850987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112875987-112740987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112875987-112830987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112875987-112920987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112880987-112745987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112880987-112845987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112880987-112860987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112885987-112755987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112890987-112905987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112895987-112950987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112905987-112890987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112920987-112875987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112925987-112955987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112940987-112735987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112945987-112960987",6,2.58496250072116,1.3458524437553,1.92068789763341,0.0547710662718726,0.099111680921381
"112950987-112895987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112955987-112925987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112960987-112945987",6,2.58496250072116,1.3458524437553,1.92068789763341,0.0547710662718726,0.099111680921381
"112975987-113000987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112990987-113025987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"112990987-113055987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113000987-112975987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113000987-113020987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113005987-113050987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113015987-113040987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113015987-113050987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113020987-113000987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113020987-113065987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113025987-112990987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113035987-113055987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113040987-113015987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113045987-113060987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113045987-113065987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113045987-113075987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113050987-113005987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113050987-113015987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113055987-112990987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113055987-113035987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113060987-113045987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113065987-113020987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113065987-113045987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113075987-113045987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113075987-113115987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113075987-113120987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113075987-113190987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113080987-113100987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113080987-113120987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113085987-113125987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113100987-113080987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113115987-113075987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113120987-113075987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113120987-113080987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113125987-113085987",4,2,1.04969327121107,1.90531849146038,0.0567386832087779,0.099111680921381
"113130987-113160987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113140987-113175987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113160987-113130987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113175987-113140987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"113190987-113075987",4,2,1.05499433407133,1.89574477834568,0.0579938010937643,0.099111680921381
"112760987-112780987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112765987-112875987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112780987-112760987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112800987-112820987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112820987-112800987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112825987-112865987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112865987-112825987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112875987-112765987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112880987-112905987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112905987-112880987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112950987-112965987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112950987-112990987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112960987-113010987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112965987-112950987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112965987-112995987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112990987-112950987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112995987-112965987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113010987-112960987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113035987-113050987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113050987-113035987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113055987-113090987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113090987-113055987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113090987-113115987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113105987-113130987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113115987-113090987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"113130987-113105987",4,2,1.07233770396981,1.8650840985969,0.0621696170863511,0.103692710089446
"112980987-113010987",5,2.32192809488736,1.26912572974483,1.82954930348328,0.0673173604250209,0.11207128425329
"113010987-112980987",5,2.32192809488736,1.26912572974483,1.82954930348328,0.0673173604250209,0.11207128425329
"112750987-112880987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112785987-112820987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112795987-112820987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112820987-112785987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112820987-112795987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112880987-112750987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112910987-112935987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112935987-112910987",4,2,1.10819737739388,1.80473265936015,0.0711165265625204,0.117528045272433
"112735987-112755987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112735987-112760987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112735987-112890987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112740987-112795987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112740987-112945987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112755987-112735987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112760987-112735987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112765987-112815987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112775987-112860987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112780987-112880987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112785987-112815987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112790987-112890987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112795987-112740987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112795987-112830987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112795987-112845987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112795987-112885987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112805987-112845987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112815987-112765987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112815987-112785987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112820987-112880987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112830987-112795987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112835987-112885987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112845987-112795987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112845987-112805987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112850987-112880987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112850987-112885987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112860987-112775987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112870987-112900987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112880987-112780987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112880987-112820987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112880987-112850987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112880987-112900987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112885987-112795987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112885987-112835987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112885987-112850987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112885987-112910987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112890987-112735987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112890987-112790987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112900987-112870987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112900987-112880987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112905987-112935987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112910987-112885987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112925987-112940987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112935987-112905987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112940987-112925987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112940987-112955987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112940987-112970987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112945987-112740987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112945987-113000987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112955987-112940987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112970987-112940987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112970987-112990987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112970987-113000987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"112990987-112970987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113000987-112945987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113000987-112970987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113025987-113050987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113035987-113080987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113035987-113090987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113040987-113070987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113045987-113080987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113045987-113085987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113050987-113025987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113070987-113040987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113070987-113085987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113075987-113185987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113080987-113035987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113080987-113045987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113080987-113170987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113085987-113045987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113085987-113070987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113090987-113035987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113095987-113115987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113105987-113155987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113110987-113140987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113110987-113175987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113115987-113095987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113125987-113145987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
"113130987-113155987",3.5,1.8073549220576,1.21018725506091,1.49345063294906,0.135319267555128,0.2069386254469
